unix,open,volume_btc,volume_eur,7_days_a,30_days_a,90_days_a,next_day_value,next_week_value
1651881600,34151.21,288.74851193,9709922.347262388,-116.38,-98.43,17.0,32969.0,28485.0
1651968000,33627.61,780.02307831,25203232.080505013,-276.03,-102.96,13.48,30372.0,29478.0
1652054400,32287.71,2162.02320629,61523116.104453936,-526.68,-105.96,10.24,28955.0,29319.0
1652140800,28472.69,1425.27469833,41957550.12987218,-738.95,-122.71,7.04,28536.0,28708.0
1652227200,29460.89,2355.50207562,65038238.91035895,-1189.41,-157.74,1.37,27749.0,28115.0
1652313600,27631.03,3297.40296193,91888893.2102514,-1353.31,-185.74,-3.22,27954.0,27989.0
1652400000,27834.93,1155.35187149,32434019.78555804,-1273.39,-237.94,-9.56,28485.0,28132.0
1652486400,28094.82,713.95434328,20615046.126864627,-1206.03,-280.23,-16.17,29478.0,27727.0
1652572800,28881.06,637.89826562,19184114.166359942,-940.91,-311.64,-22.51,29319.0,28223.0
1652659200,30056.71,1046.14922526,29900158.391032103,-450.06,-339.39,-28.28,28708.0,27925.0
1652745600,28567.65,881.02314508,25416663.14310727,144.86,-352.02,-32.61,28115.0,27397.0
1652832000,28827.95,809.48881993,22182430.227429982,114.92,-371.85,-36.68,27989.0,27594.0
1652918400,27344.47,1015.46815916,29076529.39148696,250.65,-390.67,-40.89,28132.0,27392.0
1653004800,28629.8,671.84868204,18566068.03409797,-11.38,-407.6,-48.19,27727.0,26899.0
1653091200,27603.07,158.71520871,4420304.268786204,-96.32,-407.59,-54.7,28223.0,26831.0
1653177600,27814.24,307.66981313,8809386.691426039,-282.53,-412.03,-61.78,27925.0,27229.0
1653264000,28618.04,683.82147907,18621511.96015387,-316.24,-415.64,-69.65,27397.0,28425.0
1653350400,27207.81,524.41444389,14466612.220327197,-57.77,-413.81,-77.77,27594.0,29527.0
1653436800,27586.21,554.04573367,15292465.615605822,-111.74,-419.0,-86.05,27392.0,28785.0
1653523200,27601.38,686.99471285,18674522.31982452,-39.42,-417.86,-94.58,26899.0,28141.0
1653609600,27161.26,734.20507011,19556359.667956967,-133.05,-404.33,-102.02,26831.0,28015.0
1653696000,26632.04,370.07676212,10003245.194688402,-99.39,-402.37,-109.29,27229.0,27783.0
1653782400,27009.84,314.65971468,8636962.351171155,-216.66,-390.63,-116.85,28425.0,27870.0
1653868800,27427.13,1390.31340717,40906663.06006818,-228.61,-367.21,-124.74,29527.0,28608.0
1653955200,29442.49,816.54956084,24179118.50738832,-52.29,-344.68,-128.67,28785.0,29181.0
1654041600,29598.44,1127.28527212,31531702.169166483,181.03,-310.98,-129.84,28141.0,28600.0
1654128000,27955.77,778.45989204,22050779.455507766,405.31,-268.34,-131.09,28015.0,28241.0
1654214400,28308.59,672.693177,18648669.3300648,383.89,-232.25,-134.23,27783.0,27993.0
1654300800,27695.86,134.97031255,3761648.255127884,324.74,-195.37,-138.83,27870.0,27329.0
1654387200,27844.11,247.65732912,6908678.572011014,83.37,-148.87,-143.57,28608.0,26153.0
1654473600,27886.53,1018.76970617,29878966.95201272,-126.15,-115.53,-148.61,29181.0,23445.0
1654560000,29309.46,1036.85771823,30124283.50513221,-301.3,-82.46,-153.77,28600.0,21372.0
1654646400,29052.46,834.96494935,23502952.42923202,-52.5,-41.04,-157.34,28241.0,21370.0
1654732800,28152.11,750.29441741,21256426.07487088,195.8,-8.59,-159.24,27993.0,20443.0
1654819200,28333.39,905.73857609,25046225.811673075,132.47,-6.82,-163.2,27329.0,19407.0
1654905600,27661.2,654.72085391,17675361.40162895,131.95,3.08,-167.14,26153.0,18770.0
1654992000,27005.16,1124.54408584,28451640.098203503,-29.01,-3.48,-171.39,23445.0,18815.0
1655078400,25309.19,2683.17869677,57903184.098805375,-237.85,-12.88,-176.74,21372.0,19574.0
1655164800,21556.79,1718.86687209,36419351.28584292,-592.37,-31.06,-181.96,21370.0,19588.0
1655251200,21169.28,3244.94825367,69997005.92629333,-1053.61,-66.78,-190.08,20443.0,19276.0
1655337600,21571.11,1091.39074327,21079557.37181409,-1316.2,-93.64,-197.12,19407.0,19483.0
1655424000,19327.83,1027.70814055,20026876.59532801,-1382.82,-124.22,-203.91,18770.0,20070.0
1655510400,19473.69,1982.84775687,35822246.54647884,-1428.86,-164.37,-211.45,18815.0,20237.0
1655596800,18031.03,1528.28072219,29953064.247539025,-1233.67,-209.58,-218.28,19574.0,20132.0
1655683200,19589.18,1094.28693055,21403256.5604512,-994.36,-251.73,-226.45,19588.0,19748.0
1655769600,19524.66,1471.7537332,28922477.55626377,-509.88,-286.19,-233.28,19276.0,19405.0
1655856000,19651.71,1157.39421863,21874530.827205464,-364.09,-316.05,-238.95,19483.0,19232.0
1655942400,18907.09,1182.08213451,23712260.276915632,-187.47,-335.85,-243.83,20070.0,19123.0
1656028800,20042.56,948.84685876,19069459.232397687,20.98,-366.2,-248.18,20237.0,18764.0
1656115200,20098.36,346.58821824,7062022.61486114,125.76,-382.92,-251.05,20132.0,18456.0
1656201600,20355.22,503.51285055,10024507.833399026,231.83,-395.81,-253.41,19748.0,18470.0
1656288000,19908.28,856.69294246,16780473.01043525,137.01,-406.75,-253.66,19405.0,18927.0
1656374400,19574.03,737.28910185,14182515.281859651,133.9,-421.19,-253.72,19232.0,19523.0
1656460800,19238.14,825.29448357,15867821.49437269,74.36,-432.19,-253.71,19123.0,19899.0
1656547200,19223.18,1029.81158359,19590703.04535105,-4.79,-439.17,-254.03,18764.0,20714.0
1656633600,19046.84,1110.75168287,20527124.29259392,-177.13,-428.7,-254.77,18456.0,21221.0
1656720000,18463.75,286.52162125,5285576.090631038,-217.46,-413.75,-254.69,18470.0,21193.0
1656806400,18447.7,429.50867364,7942603.245552971,-276.72,-409.2,-254.94,18927.0,20844.0
1656892800,18492.3,691.83763402,13394543.901487095,-242.63,-398.09,-254.45,19523.0,20178.0
1656979200,19375.06,795.68323357,15652537.347806996,-199.48,-386.54,-253.22,19899.0,19558.0
1657065600,19630.45,770.89802313,15547841.36153694,-58.93,-364.17,-251.49,20714.0,19709.0
1657152000,20150.34,714.81088372,15208952.54371323,68.1,-336.09,-250.77,21221.0,20328.0
1657238400,21246.1,1031.73035418,21868505.00068157,234.69,-291.17,-249.07,21193.0,20574.0
1657324800,21180.0,205.71374458,4362431.495961745,460.37,-236.88,-247.1,20844.0,20833.0
1657411200,21192.18,312.82267034,6411385.090739292,517.13,-185.75,-244.51,20178.0,20799.0
1657497600,20495.97,653.33331002,12974670.337016083,475.9,-130.19,-242.08,19558.0,21370.0
1657584000,19855.02,615.43817359,11853406.921542495,268.42,-80.58,-241.66,19709.0,22480.0
1657670400,19244.59,961.01671804,19387013.100376856,46.82,-36.44,-240.93,20328.0,22831.0
1657756800,20144.82,779.16044867,15981274.255021015,-220.84,-4.76,-239.82,20574.0,22725.0
1657843200,20498.16,556.76917268,11496888.109729398,-303.99,9.56,-238.35,20833.0,22437.0
1657929600,20640.0,309.64873292,6510627.811065981,-192.56,24.1,-235.93,20799.0,22122.0
1658016000,21007.1,228.28686877,4700501.962640995,-48.66,42.64,-233.22,21370.0,22079.0
1658102400,20599.62,898.34998198,19888974.508547112,155.6,48.48,-230.46,22480.0,21487.0
1658188800,22086.59,1108.57857835,25356562.165742684,223.36,51.96,-226.88,22831.0,20912.0
1658275200,22857.12,1288.96274516,29394898.520393413,355.16,54.57,-221.5,22725.0,21743.0
1658361600,22792.57,960.6048881,21765318.312227637,402.62,71.1,-215.52,22437.0,22949.0
1658448000,22639.19,629.20224823,13989978.512202488,442.75,85.32,-209.9,22122.0,23315.0
1658534400,22232.42,268.55822452,5911240.451074211,422.36,97.97,-204.59,22079.0,23195.0
1658620800,22000.0,271.51157253,6016066.540416531,302.18,101.52,-199.51,21487.0,22998.0
1658707200,22157.46,731.59091038,15229754.774562676,152.67,109.94,-194.4,20912.0,22766.0
1658793600,20817.29,663.0691985,13929081.391505528,-73.64,118.88,-188.03,21743.0,22652.0
1658880000,20980.24,668.24080238,15039227.026123568,-286.75,120.02,-183.82,22949.0,22547.0
1658966400,22488.58,874.59269204,20473917.559141107,-326.99,118.94,-178.23,23315.0,22280.0
1659052800,23390.22,631.75923729,14682463.730161972,-147.82,124.8,-170.77,23195.0,22482.0
1659139200,23240.58,311.7558117,7216978.692716681,116.91,132.86,-163.31,22998.0,22726.0
1659225600,23149.46,491.49844152,11229486.067706125,280.66,138.01,-156.39,22766.0,22671.0
1659312000,22835.5,451.121094,10238644.349424,365.45,139.57,-148.77,22652.0,23076.0
1659398400,22667.18,379.279973,8585586.28001342,398.04,133.26,-141.05,22547.0,23010.0
1659484800,22624.23,416.53241031,9359312.481377471,196.92,123.8,-133.82,22280.0,22976.0
1659571200,22469.63,465.9412828,10293183.428940048,-51.58,112.5,-125.28,22482.0,23240.0
1659657600,22072.0,553.00775519,12659033.245915536,-159.88,104.44,-118.62,22726.0,23498.0
1659744000,22888.69,129.55609079,2923155.93864206,-181.31,94.21,-112.44,22671.0,23818.0
1659830400,22542.72,185.44207969,4227944.044213827,-89.53,91.75,-105.85,23076.0,23777.0
1659916800,22782.05,415.8610109,9718913.024119323,-35.27,93.39,-100.34,23010.0,23727.0
1660003200,23345.71,440.40666544,9985701.45898678,21.45,95.54,-97.35,22976.0,23588.0
1660089600,22690.68,715.48774231,16643675.861615222,116.43,100.71,-93.12,23240.0,23197.0
1660176000,23269.0,570.40836545,13239748.57045995,110.85,95.88,-90.64,23498.0,22962.0
1660262400,23209.0,367.61407272,8744803.56186336,142.78,89.39,-87.49,23818.0,21861.0
1660348800,23774.0,603.09241949,14390388.22145089,82.93,76.79,-84.13,23777.0,20909.0
1660435200,23837.0,334.1157162,7924222.4411154,159.68,72.27,-79.68,23727.0,21256.0
1660521600,23720.0,464.50207502,11024492.24852468,162.13,68.98,-74.22,23588.0,21494.0
1660608000,23710.0,562.7757145,13206094.916457,140.02,64.43,-69.85,23197.0,21554.0
1660694400,23462.0,814.23397469,18672013.50759108,163.86,60.98,-65.22,22962.0,21516.0
1660780800,22930.0,339.63744999,7809623.52507006,54.54,51.91,-61.8,21861.0,21533.0
1660867200,22972.0,1050.48140413,21797489.135697503,-56.71,48.4,-57.74,20909.0,20979.0
1660953600,20749.0,387.4452248,8163083.4413112,-159.93,50.09,-54.33,21256.0,20233.0
1661040000,21070.0,457.99196255,9820263.6609971,-412.14,36.94,-52.31,21494.0,19900.0
1661126400,21448.0,435.21386409,9374071.41863451,-512.93,25.72,-49.34,21554.0,19984.0
1661212800,21518.0,483.83102999,10446395.76851409,-491.11,14.83,-47.02,21516.0,20016.0
1661299200,21591.0,424.0404317,9091850.8960797,-382.07,3.14,-44.27,21533.0,19874.0
1661385600,21430.0,355.20905553,7685303.12544708,-222.36,-6.79,-41.36,20979.0,20100.0
1661472000,21622.0,884.0949034,17978953.9555424,-89.07,-26.74,-38.79,20233.0,20129.0
1661558400,20333.0,503.4838415,10136640.1809195,124.36,-44.6,-36.39,19900.0,19982.0
1661644800,20117.0,397.78887973,7829678.51972559,-69.68,-60.66,-34.57,19984.0,20054.0
1661731200,19687.0,452.40819659,9175290.63504179,-226.14,-70.94,-32.48,20016.0,20037.0
1661817600,20270.0,471.9618415,9327381.8735645,-340.64,-83.56,-29.08,19874.0,19432.0
1661904000,19772.0,426.28698194,8515082.4642515,-319.79,-91.48,-24.97,20100.0,19142.0
1661990400,19976.0,504.83371547,10209757.06166528,-297.29,-103.49,-22.31,20129.0,19302.0
1662076800,20214.0,429.23568539,8603600.07795716,-210.96,-113.98,-19.09,19982.0,20286.0
1662163200,20036.0,188.90060804,3764600.21762916,-19.79,-122.03,-16.03,20054.0,21398.0
1662249600,19920.0,320.36184412,6467144.54725044,18.46,-131.23,-12.85,20037.0,21610.0
1662336000,20187.0,365.16248972,7261986.43306164,24.04,-142.83,-9.61,19432.0,21900.0
1662422400,19886.0,940.93209037,17856068.27895149,3.82,-146.13,-4.97,19142.0,21165.0
1662508800,18988.0,719.10364312,13875104.7940004,16.79,-152.54,-0.6,19302.0,20240.0
1662595200,19298.0,969.73754619,18722722.80429033,-123.89,-161.92,2.6,20286.0,19993.0
1662681600,19299.0,1655.18088038,35210662.868323736,-174.21,-163.73,6.31,21398.0,19748.0
1662768000,21250.0,557.22495056,12005411.5598152,-166.21,-168.24,9.66,21610.0,19934.0
1662854400,21524.0,538.3474925,11680525.5447725,58.07,-154.67,14.09,21900.0,19734.0
1662940800,21683.0,749.74468858,16581353.53263528,251.79,-138.85,17.54,21165.0,19438.0
1663027200,22108.0,1066.68155528,21570434.41087216,443.39,-117.35,18.37,20240.0,19204.0
1663113600,20215.0,975.91861381,19776014.79024584,584.11,-91.75,19.21,19993.0,18858.0
1663200000,20256.0,1013.00763677,19986640.6734721,314.36,-78.4,18.95,19748.0,19282.0
1663286400,19728.0,935.69126175,18496744.862274,49.46,-63.29,17.06,19934.0,19804.0
1663372800,19777.0,317.35290235,6376254.514016201,-306.07,-51.77,14.88,19734.0,19700.0
1663459200,20090.0,390.59690849,7568596.295810729,-392.96,-41.93,11.65,19438.0,19462.0
1663545600,19383.0,1114.12243824,21718702.81105056,-354.57,-28.38,9.79,19204.0,19700.0
1663632000,19476.0,748.98015987,14178943.406498969,-318.0,-33.45,7.35,18858.0,19932.0
1663718400,18935.0,1588.01446944,29826087.76502208,-128.61,-35.09,5.08,19282.0,19940.0
1663804800,18835.0,743.08897147,14659659.229160162,-173.61,-36.9,1.86,19804.0,19969.0
1663891200,19712.0,812.07250813,16157806.694262609,-177.75,-37.76,-0.59,19700.0,19881.0
1663977600,19886.0,399.02469593,7786168.89168209,-112.61,-31.27,-2.33,19462.0,19764.0
1664064000,19508.0,473.14709881,9186150.92339615,-21.25,-23.92,-3.74,19700.0,19584.0
1664150400,19423.0,926.26733092,18504042.46978884,70.43,-17.01,-5.76,19932.0,19710.0
1664236800,19975.0,896.53465401,17832074.2682589,72.79,-18.59,-8.09,19940.0,20165.0
1664323200,19884.0,937.95948802,18755437.92244792,146.14,-17.69,-10.26,19969.0,20362.0
1664409600,20002.0,420.94192099,8391898.13685664,114.64,-20.29,-12.51,19881.0,20358.0
1664496000,19944.0,570.31157835,11302434.8597403,47.61,-18.19,-14.83,19764.0,20214.0
1664582400,19818.0,159.87318637,3150940.6301663304,57.96,-19.78,-17.64,19584.0,19996.0
1664668800,19707.0,215.19946618,4187781.6118628,71.39,-20.85,-20.58,19710.0,19957.0
1664755200,19460.0,462.29397641,9226925.47516719,21.36,-20.93,-23.59,20165.0,19838.0
1664841600,19960.0,611.88774267,12464153.3181879,-74.39,-23.6,-26.14,20362.0,19670.0
1664928000,20377.0,475.72782967,9679158.42246582,-39.04,-23.59,-28.14,20358.0,19680.0
1665014400,20334.0,610.90812462,12451529.39600484,28.54,-19.06,-29.44,20214.0,19779.0
1665100800,20375.0,448.54314884,8994635.76368852,90.75,-16.98,-29.96,19996.0,19774.0
1665187200,20053.0,97.90604639,1952246.5650166,137.21,-21.02,-30.48,19957.0,19671.0
1665273600,19938.0,115.45662609,2306361.56277384,115.79,-25.62,-31.22,19838.0,19700.0
1665360000,19976.0,443.59632298,8738847.562706001,57.79,-31.29,-32.54,19670.0,19816.0
1665446400,19700.0,451.22603227,8862530.499815071,-39.68,-23.54,-34.31,19680.0,19725.0
1665532800,19634.0,465.25011259,9177988.97106293,-113.71,-15.12,-36.74,19779.0,19584.0
1665619200,19721.0,693.54611018,13757874.18764066,-125.96,-5.21,-38.55,19774.0,19524.0
1665705600,19824.0,609.04688981,12012231.80772263,-108.5,9.1,-40.02,19671.0,19452.0
1665792000,19718.0,85.97295699,1687133.30797176,-52.25,12.08,-41.3,19700.0,19460.0
1665878400,19624.0,133.16520654,2633608.2897415804,-33.68,14.83,-42.36,19816.0,19662.0
1665964800,19777.0,382.20944543,7589150.74845808,-29.64,13.58,-43.79,19725.0,19699.0
1666051200,19853.0,475.77483787,9323759.49773839,7.43,13.69,-43.96,19584.0,19860.0
1666137600,19590.0,433.34448553,8484451.68219187,20.32,16.46,-43.47,19524.0,20370.0
1666224000,19572.0,367.03886667,7148081.92839825,-9.86,12.76,-43.17,19452.0,20466.0
1666310400,19468.0,634.64294989,12335555.01701193,-27.96,9.49,-42.94,19460.0,20510.0
1666396800,19436.0,108.39590447,2111985.80269348,-37.18,1.77,-43.05,19662.0,20771.0
1666483200,19482.0,310.60326318,6163300.55128074,-52.25,-7.07,-43.31,19699.0,20796.0
1666569600,19842.0,440.64825725,8617317.318781,-65.75,-9.84,-43.37,19860.0,20724.0
1666656000,19550.0,826.76499802,16675850.0100634,-13.75,-8.99,-44.13,20370.0,20734.0
1666742400,20156.0,1105.44315468,22755547.3390878,15.5,-12.6,-44.96,20466.0,20635.0
1666828800,20582.0,861.51863576,17532765.75635176,82.93,-12.91,-44.2,20510.0,20624.0
1666915200,20353.0,516.79462066,10681111.21980088,173.21,-7.0,-42.41,20771.0,20978.0
1667001600,20664.0,338.13479868,7059578.3268410405,188.04,-3.45,-40.86,20796.0,21312.0
1667088000,20873.0,194.23025474,4024256.64795806,200.0,2.7,-39.1,20724.0,21223.0
1667174400,20713.0,507.19985082,10516281.70690188,197.07,9.51,-37.38,20734.0,20802.0
1667260800,20728.0,404.45463834,8388389.199171599,178.75,14.01,-35.87,20635.0,19490.0
1667347200,20734.0,712.29829475,14627757.780986,89.21,17.43,-34.35,20624.0,17170.0
1667433600,20529.0,450.38085161,9331440.86450759,44.82,18.74,-32.91,20978.0,16584.0
1667520000,20719.0,907.4525461,19271569.7215257,18.68,21.61,-31.88,21312.0,16824.0
1667606400,21235.0,262.93887618,5623736.6837378405,-17.93,28.32,-30.09,21223.0,16320.0
1667692800,21383.0,508.56464494,10711897.11637122,32.11,37.92,-28.14,20802.0,15984.0
1667779200,21056.0,510.57974025,10491903.08239725,107.46,48.35,-25.87,19490.0,15934.0
1667865600,20551.0,4872.56121153,89801303.1284979,106.71,54.0,-23.41,17170.0,16192.0
1667952000,18429.0,3162.58824916,50319941.63238476,41.75,55.16,-21.76,16584.0,16169.0
1668038400,15926.0,1765.07075482,30431584.88385162,-243.39,42.62,-21.21,16824.0,16063.0
1668124800,17219.0,1105.5510516,18163098.2267364,-743.68,12.71,-22.45,16320.0,16131.0
1668211200,16455.0,253.50108007,4102661.47985288,-913.89,-7.63,-22.2,15984.0,16153.0
1668297600,16182.0,691.0033145,10908869.3260115,-967.25,-31.23,-22.35,15934.0,15944.0
1668384000,15790.0,894.16287484,14377244.86455236,-858.0,-54.43,-22.68,16192.0,15555.0
1668470400,16075.0,740.99717684,12084922.95708356,-651.71,-79.26,-23.17,16169.0,15548.0
1668556800,16300.0,684.66399954,10980641.22462252,-298.96,-101.16,-23.51,16063.0,15831.0
1668643200,16024.0,431.48873936,6947831.681174721,-65.39,-118.97,-23.96,16131.0,15940.0
1668729600,16101.0,461.92287711,7465135.6169747105,-142.93,-136.49,-24.47,16153.0,15898.0
1668816000,16150.0,147.42140948,2381740.29155888,-31.0,-153.62,-26.48,15944.0,15843.0
1668902400,16152.0,338.12992823,5320812.55062728,16.96,-169.01,-28.13,15555.0,15834.0
1668988800,15730.0,958.68803569,14744621.9889122,37.04,-183.58,-29.42,15548.0,15758.0
1669075200,15380.0,743.80342615,11688870.84194725,-43.04,-199.62,-30.88,15831.0,15790.0
1669161600,15715.0,821.29778383,13097235.758737007,-117.75,-215.95,-32.44,15940.0,16185.0
1669248000,15938.0,399.66994598,6371138.6088671805,-99.61,-225.81,-33.78,15898.0,16294.0
1669334400,15938.0,491.85262247,7800290.739751729,-76.11,-234.41,-34.71,15843.0,16178.0
1669420800,15863.0,159.03816406,2516460.86992138,-38.54,-237.22,-36.52,15834.0,16135.0
1669507200,15823.0,184.08617595,2917029.5441037,3.82,-235.7,-38.47,15758.0,16136.0
1669593600,15848.0,662.84084965,10384727.59146655,52.43,-233.92,-40.71,15790.0,16193.0
1669680000,15665.0,531.7462606,8462741.737449,55.18,-227.82,-42.42,16185.0,16234.0
1669766400,15908.0,618.00795932,10173647.02632584,-15.89,-219.32,-44.57,16294.0,16158.0
1669852800,16462.0,684.3879753,11035756.1017125,-23.25,-208.03,-46.32,16178.0,16162.0
1669939200,16128.0,500.44311008,8121190.79037824,53.71,-190.93,-47.42,16135.0,16278.0
1670025600,16226.0,147.9770452,2374143.7131888,76.18,-174.04,-48.84,16136.0,16247.0
1670112000,16042.0,286.25266027,4646166.9288423695,91.64,-155.89,-50.21,16193.0,16246.0
1670198400,16226.0,596.17029106,9634111.9035296,68.71,-135.69,-51.45,16234.0,16270.0
1670284800,16155.0,352.66781518,5753422.73684652,61.25,-108.68,-52.71,16158.0,16520.0
1670371200,16308.0,314.0885826,5027615.9416782,6.54,-78.87,-54.64,16162.0,16694.0
1670457600,16011.0,373.06036223,6085360.62869576,-14.57,-48.0,-56.17,16278.0,16485.0
1670544000,16306.0,319.00733828,5184188.25438828,-2.64,-20.41,-57.88,16247.0,16002.0
1670630400,16249.0,91.24387453,1482256.74173985,9.29,-3.54,-57.85,16246.0,15776.0
1670716800,16248.0,134.08713075,2177977.26477225,22.75,-3.36,-57.58,16270.0,15832.0
1670803200,16230.0,403.44165275,6580536.79800525,9.0,5.6,-57.1,16520.0,15655.0
1670889600,16311.0,624.85976846,10452654.20679888,12.25,9.59,-56.23,16694.0,15692.0
1670976000,16721.0,917.63201098,15294172.72700366,13.89,12.33,-56.62,16485.0,15877.0
1671062400,16671.0,495.48571879,8075921.73055821,75.75,14.96,-56.61,16002.0,15858.0
1671148800,16297.0,745.68655811,11711753.08167566,75.07,18.81,-56.98,15776.0,15822.0
1671235200,15709.0,213.06330482,3375561.9382632603,52.89,21.54,-57.54,15832.0,15811.0
1671321600,15844.0,180.8247399,2860828.2099579,-40.11,18.57,-58.23,15655.0,15840.0
1671408000,15824.0,543.56800679,8417694.15314994,-99.5,17.14,-59.28,15692.0,15862.0
1671494400,15477.0,441.71402698,7026345.02717086,-149.18,16.04,-60.22,15877.0,15790.0
1671580800,15897.0,328.32384321,5206231.18178097,-209.96,12.85,-61.76,15858.0,15624.0
1671667200,15857.0,438.76397652,6958796.6676072,-137.39,9.77,-63.01,15822.0,15578.0
1671753600,15856.0,334.26918814,5277107.67316618,-46.82,3.94,-63.58,15811.0,15553.0
1671840000,15787.0,83.77250001,1326537.53765835,19.29,0.2,-63.96,15840.0,15466.0
1671926400,15836.0,93.38558983,1479601.28526652,9.75,-2.51,-64.61,15862.0,15476.0
1672012800,15839.0,207.93608058,3302856.70393272,21.96,-4.83,-65.23,15790.0,15556.0
1672099200,15884.0,254.37774267,3992458.67120565,31.93,-7.61,-65.37,15624.0,15695.0
1672185600,15692.0,324.17760099,5043230.93860143,-3.39,-10.36,-65.47,15578.0,15841.0
1672272000,15556.0,378.33921158,5902470.03985958,-13.82,-14.21,-65.56,15553.0,15936.0
1672358400,15601.0,495.05067128,7675760.6581964,-37.21,-20.13,-65.73,15466.0,15953.0
1672444800,15505.0,160.9407047,2482993.1921116,-45.18,-24.03,-65.88,15476.0,15915.0
1672531200,15433.0,202.69246919,3145787.1218288,-64.18,-24.59,-66.12,15556.0,15986.0
1672617600,15517.0,324.8331479,5065448.1083526,-73.82,-27.5,-66.53,15695.0,16031.0
1672704000,15589.0,320.28304561,5060792.40368361,-59.64,-28.87,-66.43,15841.0,16124.0
1672790400,15798.0,419.07308582,6656556.89516488,-19.82,-30.74,-65.9,15936.0,16454.0
1672876800,15882.0,408.32133063,6529466.39810433,25.5,-29.79,-65.17,15953.0,17011.0
1672963200,15991.0,361.01857256,5745610.5822924,56.61,-28.6,-64.26,15915.0,17877.0
1673049600,15913.0,91.35875257,1454157.26465669,94.18,-25.52,-63.45,15986.0,18865.0
1673136000,15915.0,161.0797771,2586619.0606718,95.75,-24.86,-62.72,16031.0,19306.0
1673222400,16058.0,343.57656688,5498599.376347519,72.68,-22.11,-61.88,16124.0,19422.0
1673308800,16002.0,292.91091225,4758630.6804135,59.71,-18.65,-61.08,16454.0,19584.0
1673395200,16245.0,324.32023682,5404148.10613166,31.71,-15.47,-60.32,17011.0,19366.0
1673481600,16663.0,985.43065167,17106090.68233953,44.86,-10.75,-59.25,17877.0,19290.0
1673568000,17355.0,712.65320398,13112106.30002802,98.82,-2.77,-57.74,18865.0,20165.0
1673654400,18398.0,812.85972071,15714204.12076572,214.61,12.34,-55.75,19306.0,20929.0
1673740800,19328.0,328.05566479,6326553.49547515,382.29,33.56,-53.02,19422.0,20948.0
1673827200,19285.0,681.32096056,13325956.66759304,561.14,57.42,-49.48,19584.0,20996.0
1673913600,19559.0,698.85078167,13704463.8285487,633.93,75.61,-45.91,19366.0,20932.0
1674000000,19589.0,905.50874833,17333248.46053286,612.82,94.9,-42.33,19290.0,20940.0
1674086400,19131.0,445.90452578,8672843.026421,502.61,112.6,-38.73,20165.0,21112.0
1674172800,19450.0,672.64768713,14044883.7072744,283.61,123.27,-35.55,20929.0,21174.0
1674259200,20870.0,588.30165456,12347275.12590528,109.5,137.27,-32.16,20948.0,21218.0
1674345600,20984.0,442.93373432,9262187.31836552,161.71,158.58,-27.69,20996.0,21522.0
1674432000,20906.0,601.35102871,12680689.142407771,270.71,178.38,-22.89,20932.0,21441.0
1674518400,21084.0,643.86783743,13379573.6617954,306.07,194.92,-18.38,20940.0,21164.0
1674604800,20781.0,811.78340912,17127006.36561376,341.75,210.67,-13.31,21112.0,21424.0
1674691200,21111.0,416.5028843,8793625.3962259,294.79,222.16,-8.16,21174.0,21542.0
1674777600,21108.0,430.34060882,9140864.87194562,175.18,233.88,-2.95,21218.0,21618.0
1674864000,21235.0,148.17384773,3141581.91957146,30.11,241.93,2.49,21522.0,21652.0
1674950400,21194.0,469.52508898,10259592.71930198,42.29,247.46,8.17,21441.0,21431.0
1675036800,21838.0,518.83399773,10918342.64823012,53.32,250.5,13.69,21164.0,21236.0
1675123200,21033.0,445.93628984,9496213.2921428,114.71,254.55,19.68,21424.0,21430.0
1675209600,21296.0,691.37364345,14901176.13727785,82.0,250.09,25.08,21542.0,21530.0
1675296000,21552.0,620.90854793,13368781.945480833,36.0,245.42,30.5,21618.0,20857.0
1675382400,21535.0,347.76015151,7547090.808070021,46.18,240.32,36.25,21652.0,20274.0
1675468800,21695.0,118.60013262,2562948.8659182,38.36,233.9,42.35,21431.0,20370.0
1675555200,21602.0,243.28374333,5172212.3831958,50.57,226.54,48.68,21236.0,20450.0
1675641600,21261.0,623.3243622,13220709.722262,30.54,216.75,54.69,21430.0,20352.0
1675728000,21210.0,299.099811,6475810.007960999,51.39,201.72,60.06,21530.0,20490.0
1675814400,21640.0,265.44999978,5686204.445287379,-27.61,183.99,63.8,20857.0,21708.0
1675900800,21416.0,521.79221123,10591338.30354654,-29.29,167.67,65.93,20274.0,22386.0
1675987200,20290.0,305.78007404,6194492.739902319,-30.68,147.04,68.76,20370.0,22498.0
1676073600,20250.0,116.82861272,2393701.44602008,-150.29,118.4,70.14,20450.0,22990.0
1676160000,20485.0,185.93312567,3795638.82742738,-206.86,90.6,71.21,20352.0,22873.0
1676246400,20403.0,364.94511881,7408385.911843,-199.93,67.48,72.1,20490.0,22976.0
1676332800,20300.0,429.70160536,8886658.900450159,-210.61,49.64,73.06,21708.0,23091.0
1676419200,20675.0,603.2333854,13718130.4173814,-208.96,36.65,74.05,22386.0,22874.0
1676505600,22731.0,614.86470791,13552847.89175222,-73.21,25.36,75.03,22498.0,22692.0
1676592000,22041.0,574.9184788,13197828.5993328,285.29,28.6,77.51,22990.0,22288.0
1676678400,22959.0,203.21048769,4677905.4266238,362.04,26.18,79.41,22873.0,21995.0
1676764800,23021.0,299.46274425,6805290.86308125,468.89,25.44,81.88,22976.0,22160.0
1676851200,22713.0,492.58775572,11447739.4429328,519.21,25.59,83.97,23091.0,22233.0
